x	m	c2	u	Y	r	q	T	P	rho	X	L_r	kappa	eps	Gamma1	nabla_ad	delta	c_p	mu_e_inv	conv_stab	r_X	Z	R_min_r	eps_g	L_g	X_He3	X_C12	X_C13	X_N14	X_O16
1.000385690659558957e+00	1.989000000396604530e+33	5.346943431262052002e+11	3.237104876437426147e+11	2.738319113999999610e-01	6.962585869000000000e+10	8.659784695000000289e-11	4.876689822999999706e+03	9.951401974000000337e+03	3.074167305000000076e-08	7.433163979000000365e-01	3.846825848999999968e+33	5.506189950999999805e-02	0.000000000000000000e+00	1.651767130000000083e+00	3.934149605999999744e-01	1.004059806999999971e+00	1.694517001999999881e+08	8.917737513000000282e-01	2.282234297999999853e+03	0.000000000000000000e+00	1.714830930000000100e-02	-2.684369560999999940e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.007514347999999692e-03	8.837724163999999272e-03
1.000376747142182943e+00	1.989000000393849912e+33	5.347893433742075195e+11	3.238360908375813599e+11	2.738319113999999610e-01	6.962523623000000000e+10	8.599644678000000481e-11	4.878683162000000266e+03	1.048960889999999927e+04	3.239172284000000014e-08	7.433163979000000365e-01	3.846825848999999968e+33	5.763439140999999932e-02	0.000000000000000000e+00	1.651419833999999920e+00	3.932489853000000202e-01	1.004174917999999916e+00	1.695390480000000000e+08	8.917737513000000282e-01	2.276215888000000177e+03	0.000000000000000000e+00	1.714830930000000100e-02	-2.622123319000000134e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.007514347999999692e-03	8.837724163999999272e-03
1.000367742991765008e+00	1.989000000390928121e+33	5.349043053947399292e+11	3.239760259081414795e+11	2.738319113999999610e-01	6.962460955000000000e+10	8.535837900999999753e-11	4.880894307999999910e+03	1.106063320000000022e+04	3.414028296999999969e-08	7.433163979000000365e-01	3.846825848999999968e+33	6.034432521000000077e-02	0.000000000000000000e+00	1.651061383000000049e+00	3.930769049000000237e-01	1.004297326000000101e+00	1.696302911999999881e+08	8.917737513000000282e-01	2.269607384999999795e+03	0.000000000000000000e+00	1.714830930000000100e-02	-2.559455007000000030e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.007514347999999692e-03	8.837724163999999272e-03
1.000358682662391141e+00	1.989000000387828203e+33	5.350376704930895996e+11	3.241318828251439209e+11	2.738319113999999610e-01	6.962397896000000000e+10	8.468159190000000317e-11	4.883346716000000015e+03	1.166631113000000005e+04	3.599248253000000008e-08	7.433163979000000365e-01	3.846825848999999968e+33	6.319799699000000492e-02	0.000000000000000000e+00	1.650678933000000015e+00	3.928937672999999742e-01	1.004428029999999916e+00	1.697277455999999940e+08	8.917737513000000282e-01	2.262323566999999912e+03	0.000000000000000000e+00	1.714830930000000100e-02	-2.496396208999999985e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.007514347999999692e-03	8.837724163999999272e-03
1.000349570320786974e+00	1.989000000384541512e+33	5.351918333070484009e+11	3.243053816616420898e+11	2.738319113999999610e-01	6.962334475000000000e+10	8.396391212999999887e-11	4.886066287999999986e+03	1.230858775000000060e+04	3.795369563999999852e-08	7.433163979000000365e-01	3.846825848999999968e+33	6.620207993000000457e-02	0.000000000000000000e+00	1.650271205999999991e+00	3.926991146000000099e-01	1.004567036000000080e+00	1.698316283000000119e+08	8.917737513000000282e-01	2.254298484999999800e+03	0.000000000000000000e+00	1.714830930000000100e-02	-2.432975360999999940e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.007514347999999692e-03	8.837724163999999272e-03
1.000340409702637379e+00	1.989000000381056807e+33	5.353694317467152100e+11	3.244984224413472290e+11	2.738319113999999610e-01	6.962270718000000000e+10	8.320303899999999746e-11	4.889081610000000182e+03	1.298952212999999938e+04	4.002953861000000176e-08	7.433163979000000365e-01	3.846825848999999968e+33	6.936381209000000436e-02	0.000000000000000000e+00	1.649836778000000059e+00	3.924924565999999837e-01	1.004714303999999947e+00	1.699421639000000060e+08	8.917737513000000282e-01	2.245460090999999920e+03	0.000000000000000000e+00	1.714830930000000100e-02	-2.369218001999999955e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.007514347999999692e-03	8.837724163999999272e-03
1.000331203968906735e+00	1.989000000377363423e+33	5.355735619764428711e+11	3.247131034340903931e+11	2.738319113999999610e-01	6.962206647000000000e+10	8.239653954999999551e-11	4.892424208999999792e+03	1.371129176999999981e+04	4.222586531000000030e-08	7.433163979000000365e-01	3.846825848999999968e+33	7.269104159000000509e-02	0.000000000000000000e+00	1.649374652000000108e+00	3.922734903999999800e-01	1.004869690000000038e+00	1.700594826999999881e+08	8.917737513000000282e-01	2.235731037000000015e+03	0.000000000000000000e+00	1.714830930000000100e-02	-2.305147080000000075e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.007514347999999692e-03	8.837724163999999272e-03
1.000321956136879242e+00	1.989000000373448678e+33	5.358167015919832764e+11	3.249517273523211060e+11	2.738319113999999610e-01	6.962142283000000000e+10	8.154184293000000338e-11	4.896128827999999885e+03	1.447619755000000077e+04	4.454876319000000317e-08	7.433163979000000365e-01	3.846825848999999968e+33	7.619214515000000132e-02	0.000000000000000000e+00	1.648911688999999958e+00	3.920525228999999778e-01	1.005030701999999998e+00	1.701787173000000119e+08	8.917737513000000282e-01	2.225084996999999930e+03	0.000000000000000000e+00	1.714830930000000100e-02	-2.240783176999999955e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.007514347999999692e-03	8.837724163999999272e-03
1.000312668792798343e+00	1.989000000369301043e+33	5.360974674035583496e+11	3.252168468814957275e+11	2.738319113999999610e-01	6.962077644000000000e+10	8.063623398000000336e-11	4.900233725000000049e+03	1.528666954000000078e+04	4.700454384999999740e-08	7.433163979000000365e-01	3.846825848999999968e+33	7.987606513000000685e-02	0.000000000000000000e+00	1.648430800999999946e+00	3.918231782000000107e-01	1.005198352000000073e+00	1.703028186999999881e+08	8.917737513000000282e-01	2.213398213999999825e+03	0.000000000000000000e+00	1.714830930000000100e-02	-2.176144653000000119e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.007514347999999692e-03	8.837724163999999272e-03
1.000303344522907478e+00	1.989000000364907548e+33	5.364205638434902344e+11	3.255112674336650391e+11	2.738319113999999610e-01	6.962012748000000000e+10	7.967684676000000640e-11	4.904780985000000328e+03	1.614527277999999933e+04	4.959973554000000018e-08	7.433163979000000365e-01	3.846825848999999968e+33	8.375236228999999311e-02	0.000000000000000000e+00	1.647932399000000103e+00	3.915857728000000093e-01	1.005372128999999948e+00	1.704315859000000060e+08	8.917737513000000282e-01	2.200576094999999896e+03	0.000000000000000000e+00	1.714830930000000100e-02	-2.111247782000000030e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.007514347999999692e-03	8.837724163999999272e-03
