x	m	c2	u	Y	r	q	T	P	rho	X	L_r	kappa	eps	Gamma1	nabla_ad	delta	c_p	mu_e_inv	conv_stab	r_X	Z	R_min_r	eps_g	L_g	X_He3	X_C12	X_C13	X_N14	X_O16
1.000385723229407109e+00	1.989000000396590119e+33	5.347255283836309204e+11	3.237301529122653198e+11	2.737045377999999807e-01	6.962586918000000000e+10	8.659470285000000060e-11	4.876399551999999858e+03	9.950494554999999309e+03	3.073700261000000154e-08	7.434467794000000351e-01	3.845910955999999881e+33	5.506690778000000036e-02	0.000000000000000000e+00	1.651763123000000055e+00	3.934128849999999900e-01	1.004061770999999936e+00	1.694732600999999940e+08	8.918425275000000374e-01	2.282087512000000061e+03	0.000000000000000000e+00	1.715131719999999846e-02	-2.684595944999999925e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.008217286000000275e-03	8.839274345000000185e-03
1.000376779138366867e+00	1.989000000393835789e+33	5.348203743818172607e+11	3.238557620581688232e+11	2.737045377999999807e-01	6.962524668000000000e+10	8.599335682999999662e-11	4.878392772999999579e+03	1.048865274999999929e+04	3.238680294999999998e-08	7.434467794000000351e-01	3.845910955999999881e+33	5.763955957999999935e-02	0.000000000000000000e+00	1.651415343000000036e+00	3.932466920000000088e-01	1.004177015000000006e+00	1.695607349000000060e+08	8.918425275000000374e-01	2.276068546999999853e+03	0.000000000000000000e+00	1.715131719999999846e-02	-2.622345867999999970e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.008217286000000275e-03	8.839274345000000185e-03
1.000367774270611410e+00	1.989000000390913998e+33	5.349351930408399048e+11	3.239957036482894897e+11	2.737045377999999807e-01	6.962461995000000000e+10	8.535534568999999521e-11	4.880603787000000011e+03	1.105962609999999950e+04	3.413510109999999841e-08	7.434467794000000351e-01	3.845910955999999881e+33	6.034965611999999757e-02	0.000000000000000000e+00	1.651056440000000070e+00	3.930744046999999908e-01	1.004299555000000010e+00	1.696521006999999881e+08	8.918425275000000374e-01	2.269459598999999798e+03	0.000000000000000000e+00	1.715131719999999846e-02	-2.559673617999999970e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.008217286000000275e-03	8.839274345000000185e-03
1.000358713511267039e+00	1.989000000387814945e+33	5.350684094632044678e+11	3.241515672285999756e+11	2.737045377999999807e-01	6.962398933000000000e+10	8.467861773000000430e-11	4.883056050000000141e+03	1.166525079999999980e+04	3.598702576000000216e-08	7.434467794000000351e-01	3.845910955999999881e+33	6.320349368000000023e-02	0.000000000000000000e+00	1.650673523000000031e+00	3.928910553000000139e-01	1.004430390000000006e+00	1.697496805000000000e+08	8.918425275000000374e-01	2.262175361999999950e+03	0.000000000000000000e+00	1.715131719999999846e-02	-2.496610780000000075e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.008217286000000275e-03	8.839274345000000185e-03
1.000349600596018185e+00	1.989000000384528254e+33	5.352224251492833862e+11	3.243250737291792603e+11	2.737045377999999807e-01	6.962335508000000000e+10	8.396099968999999913e-11	4.885775459999999839e+03	1.230747185999999965e+04	3.794795055000000002e-08	7.434467794000000351e-01	3.845910955999999881e+33	6.620774566999999833e-02	0.000000000000000000e+00	1.650265330999999946e+00	3.926961908000000112e-01	1.004569531000000016e+00	1.698536899000000060e+08	8.918425275000000374e-01	2.254149925000000167e+03	0.000000000000000000e+00	1.715131719999999846e-02	-2.433185794999999925e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.008217286000000275e-03	8.839274345000000185e-03
1.000340439260549719e+00	1.989000000381043549e+33	5.353998793287605591e+11	3.245181230297641602e+11	2.737045377999999807e-01	6.962271746000000000e+10	8.320019093999999675e-11	4.888790602000000035e+03	1.298834828999999991e+04	4.002349134999999743e-08	7.434467794000000351e-01	3.845910955999999881e+33	6.936965075999999841e-02	0.000000000000000000e+00	1.649830445000000090e+00	3.924893228999999928e-01	1.004716935000000033e+00	1.699643528000000119e+08	8.918425275000000374e-01	2.245311254000000190e+03	0.000000000000000000e+00	1.715131719999999846e-02	-2.369424205000000075e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.008217286000000275e-03	8.839274345000000185e-03
1.000331232953185712e+00	1.989000000377350453e+33	5.356038484060292358e+11	3.247328136620784912e+11	2.737045377999999807e-01	6.962207671000000000e+10	8.239375860000000414e-11	4.892133001999999578e+03	1.371005752000000030e+04	4.221950151999999813e-08	7.434467794000000351e-01	3.845910955999999881e+33	7.269705780000000617e-02	0.000000000000000000e+00	1.649367806000000103e+00	3.922701252999999944e-01	1.004872465000000048e+00	1.700818104000000060e+08	8.918425275000000374e-01	2.235581881999999950e+03	0.000000000000000000e+00	1.715131719999999846e-02	-2.305348962999999896e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.008217286000000275e-03	8.839274345000000185e-03
1.000321984403849562e+00	1.989000000373436284e+33	5.358468364537212524e+11	3.249714485584536743e+11	2.737045377999999807e-01	6.962143302000000000e+10	8.153913188999999711e-11	4.895837400999999772e+03	1.447490034999999989e+04	4.454206796999999677e-08	7.434467794000000351e-01	3.845910955999999881e+33	7.619834438000000487e-02	0.000000000000000000e+00	1.648904353999999906e+00	3.920489343999999932e-01	1.005033622000000015e+00	1.702011810999999940e+08	8.918425275000000374e-01	2.224935637999999926e+03	0.000000000000000000e+00	1.715131719999999846e-02	-2.240980653999999911e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.008217286000000275e-03	8.839274345000000185e-03
1.000312696486144848e+00	1.989000000369289226e+33	5.361274543310886841e+11	3.252365809689525757e+11	2.737045377999999807e-01	6.962078659000000000e+10	8.063359575999999971e-11	4.899942052999999760e+03	1.528530678000000080e+04	4.699750174000000267e-08	7.434467794000000351e-01	3.845910955999999881e+33	7.988245406999999743e-02	0.000000000000000000e+00	1.648422980999999954e+00	3.918193681000000095e-01	1.005201417999999958e+00	1.703254190000000000e+08	8.918425275000000374e-01	2.213248743999999988e+03	0.000000000000000000e+00	1.715131719999999846e-02	-2.176337644000000134e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.008217286000000275e-03	8.839274345000000185e-03
1.000303371498954208e+00	1.989000000364895730e+33	5.364504081775508423e+11	3.255310157939705811e+11	2.737045377999999807e-01	6.962013758000000000e+10	7.967428438000000000e-11	4.904489042000000154e+03	1.614384172000000035e+04	4.959233049000000126e-08	7.434467794000000351e-01	3.845910955999999881e+33	8.375894908000000583e-02	0.000000000000000000e+00	1.647924106000000055e+00	3.915817448000000200e-01	1.005375340999999922e+00	1.704543220000000000e+08	8.918425275000000374e-01	2.200426617999999962e+03	0.000000000000000000e+00	1.715131719999999846e-02	-2.111436214000000060e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.008217286000000275e-03	8.839274345000000185e-03
