x	m	c2	u	Y	r	q	T	P	rho	X	L_r	kappa	eps	Gamma1	nabla_ad	delta	c_p	mu_e_inv	conv_stab	r_X	Z	R_min_r	eps_g	L_g	X_He3	X_C12	X_C13	X_N14	X_O16
1.000385442152910365e+00	1.989000000396866820e+33	5.343067688346499634e+11	3.234775355081569214e+11	2.744062039000000341e-01	6.962583054000000000e+10	8.665517828999999361e-11	4.875833826000000045e+03	9.956271011000000726e+03	3.077886380999999830e-08	7.427285435999999574e-01	3.844124456999999933e+33	5.503498905999999746e-02	0.000000000000000000e+00	1.651758499999999907e+00	3.934101987999999994e-01	1.004064763999999998e+00	1.693625740999999940e+08	8.914636585999999863e-01	2.283861872999999832e+03	0.000000000000000000e+00	1.713474749999999852e-02	-2.682638730999999866e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.004344990999999902e-03	8.830734818999999569e-03
1.000376504956069779e+00	1.989000000394111626e+33	5.344014168401133423e+11	3.236030438281461792e+11	2.744062039000000341e-01	6.962520852000000000e+10	8.605348344000000249e-11	4.877826815000000352e+03	1.049474196999999913e+04	3.243091240999999775e-08	7.427285435999999574e-01	3.844124456999999933e+33	5.760607469000000175e-02	0.000000000000000000e+00	1.651410352999999942e+00	3.932438015999999981e-01	1.004180233000000033e+00	1.694501169000000060e+08	8.914636585999999863e-01	2.277837559999999939e+03	0.000000000000000000e+00	1.713474749999999852e-02	-2.620437225000000000e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.004344990999999902e-03	8.830734818999999569e-03
1.000367507269857903e+00	1.989000000391187817e+33	5.345158406520819702e+11	3.237428745060858154e+11	2.744062039000000341e-01	6.962458229000000000e+10	8.541510130000000017e-11	4.880037573999999950e+03	1.106604795000000013e+04	3.418159540000000135e-08	7.427285435999999574e-01	3.844124456999999933e+33	6.031450778999999929e-02	0.000000000000000000e+00	1.651050517999999911e+00	3.930710903999999895e-01	1.004303050000000086e+00	1.695416516999999881e+08	8.914636585999999863e-01	2.271221622999999909e+03	0.000000000000000000e+00	1.713474749999999852e-02	-2.557813792000000179e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.004344990999999902e-03	8.830734818999999569e-03
1.000358453404681436e+00	1.989000000388086458e+33	5.346486167946231079e+11	3.238986130214905396e+11	2.744062039000000341e-01	6.962395215000000000e+10	8.473797878000000638e-11	4.882489552000000003e+03	1.167202640000000065e+04	3.603604934000000271e-08	7.427285435999999574e-01	3.844124456999999933e+33	6.316658087000000255e-02	0.000000000000000000e+00	1.650666583000000021e+00	3.928872876000000236e-01	1.004434159000000104e+00	1.696394083000000119e+08	8.914636585999999863e-01	2.263929719000000205e+03	0.000000000000000000e+00	1.713474749999999852e-02	-2.494799987999999896e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.004344990999999902e-03	8.830734818999999569e-03
1.000349347527266231e+00	1.989000000384798038e+33	5.348021587901958008e+11	3.240719803733273926e+11	2.744062039000000341e-01	6.962331839000000000e+10	8.401994114000000456e-11	4.885208646000000044e+03	1.231462365999999929e+04	3.799965565000000303e-08	7.427285435999999574e-01	3.844124456999999933e+33	6.616896452999999900e-02	0.000000000000000000e+00	1.650257322999999943e+00	3.926919488999999763e-01	1.004573584000000075e+00	1.697436013000000119e+08	8.914636585999999863e-01	2.255895950000000084e+03	0.000000000000000000e+00	1.713474749999999852e-02	-2.431424226999999955e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.004344990999999902e-03	8.830734818999999569e-03
1.000340193373298492e+00	1.989000000381311603e+33	5.349791025960808105e+11	3.242648752664137573e+11	2.744062039000000341e-01	6.962268127000000000e+10	8.325868624999999473e-11	4.888223439000000326e+03	1.299590010000000075e+04	4.007803833000000174e-08	7.427285435999999574e-01	3.844124456999999933e+33	6.932890093999999337e-02	0.000000000000000000e+00	1.649821313999999983e+00	3.924845852000000135e-01	1.004721280000000050e+00	1.698544545999999940e+08	8.914636585999999863e-01	2.247048213999999916e+03	0.000000000000000000e+00	1.713474749999999852e-02	-2.367712033999999985e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.004344990999999902e-03	8.830734818999999569e-03
1.000330994103742599e+00	1.989000000377615913e+33	5.351827146886773682e+11	3.244793939142468262e+11	2.744062039000000341e-01	6.962204101000000000e+10	8.245177968000000075e-11	4.891565451000000394e+03	1.371803450999999950e+04	4.227705909000000112e-08	7.427285435999999574e-01	3.844124456999999933e+33	7.265423578000000659e-02	0.000000000000000000e+00	1.649358094000000108e+00	3.922650973999999846e-01	1.004877060999999960e+00	1.699720026999999881e+08	8.914636585999999863e-01	2.237310214000000087e+03	0.000000000000000000e+00	1.713474749999999852e-02	-2.303686350000000000e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.004344990999999902e-03	8.830734818999999569e-03
1.000321752879563375e+00	1.989000000373700015e+33	5.354251890718634033e+11	3.247178380962503662e+11	2.744062039000000341e-01	6.962139783000000000e+10	8.159664904000000429e-11	4.895269419999999627e+03	1.448332914999999957e+04	4.460281342999999704e-08	7.427285435999999574e-01	3.844124456999999933e+33	7.615334245999999530e-02	0.000000000000000000e+00	1.648893673999999976e+00	3.920434673000000037e-01	1.005038504999999915e+00	1.700915335000000000e+08	8.914636585999999863e-01	2.226653834000000188e+03	0.000000000000000000e+00	1.713474749999999852e-02	-2.239367753000000119e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.004344990999999902e-03	8.830734818999999569e-03
1.000312472143324527e+00	1.989000000369550074e+33	5.357052536349519653e+11	3.249827588600236816e+11	2.744062039000000341e-01	6.962075190000000000e+10	8.069057762000000452e-11	4.899373596000000362e+03	1.529421551999999974e+04	4.706162127999999854e-08	7.427285435999999574e-01	3.844124456999999933e+33	7.983516036000000426e-02	0.000000000000000000e+00	1.648411304999999993e+00	3.918134502999999769e-01	1.005206593000000037e+00	1.702159344000000060e+08	8.914636585999999863e-01	2.214955941000000166e+03	0.000000000000000000e+00	1.713474749999999852e-02	-2.174774605000000075e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.004344990999999902e-03	8.830734818999999569e-03
1.000303154193909583e+00	1.989000000365153984e+33	5.360276098369978638e+11	3.252769585856454468e+11	2.744062039000000341e-01	6.962010338000000000e+10	7.973069782000000045e-11	4.903920057999999699e+03	1.615326008999999976e+04	4.966001945000000304e-08	7.427285435999999574e-01	3.844124456999999933e+33	8.370924750000000025e-02	0.000000000000000000e+00	1.647911405000000107e+00	3.915753652000000251e-01	1.005380812999999929e+00	1.703450035999999940e+08	8.914636585999999863e-01	2.202121877999999924e+03	0.000000000000000000e+00	1.713474749999999852e-02	-2.109923180999999866e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.004344990999999902e-03	8.830734818999999569e-03
1.000293801330201848e+00	1.989000000360497911e+33	5.363974347871173706e+11	3.256035208562829590e+11	2.744062039000000341e-01	6.961945243000000000e+10	7.871398469999999524e-11	4.908955046000000038e+03	1.706317024999999921e+04	5.240474736000000127e-08	7.427285435999999574e-01	3.844124456999999933e+33	8.778583193000000229e-02	0.000000000000000000e+00	1.647394454999999924e+00	3.913295938999999946e-01	1.005560542000000002e+00	1.704784940000000000e+08	8.914636585999999863e-01	2.188049946999999975e+03	0.000000000000000000e+00	1.713474749999999852e-02	-2.044827801999999955e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.004344990999999902e-03	8.830734818999999569e-03
